question,cleaned_question,usable
Can I sell my VOO shares that I have in my TFSA to buy VFV shares without penalty?,Is it possible to sell VOO shares held within a Tax-Free Savings Account (TFSA) and purchase VFV shares without incurring a penalty?,True
why has VFV significantly underperformed VOO so far this year?,Why has VFV performed worse than VOO in the current year?,True
"28 years old, 100k cash: buy a condo now or invest in stocks (VFV/XEQT/ZLB)?","At age 28 with $100,000 cash, should the individual consider purchasing a condo or investing in stocks (VFV, XEQT, ZLB)??",True
What are some good ETF’s that would pair well with VFV?,What are some suitable ETFs that could complement VFV in a portfolio?,True
"Avoiding TFSA US Dividend Withholding Tax, is HXS better than VFV? (Total Return Swap)",Is HXS preferable to VFV for avoiding TFSA US Dividend Withholding Tax when considering Total Return Swaps?,True
"Looking to simplify my non reg account. Which efts would you get rid of: VDY, VFV, VIU, XEQT, XRE, VGRO?","Which ETFs should be removed from a non-registered account for simplification: VDY, VFV, VIU, XEQT, XRE, VGRO?",True
"Feel sad buying VFV, why is it still so low?",Why is the investment in VFV (a Canadian all-capitalization ETF) yielding a perceived low return?,True
VFV.TO for next 30 years? - Index Investing,Will VFV.TO be a suitable long-term investment (next 30 years) for index investing?,True
"If you believe CAD will fall relative to USD, is it better to hold VOO rather than VFV?",Is it more advantageous to hold VOO instead of VFV when predicting a decline in the Canadian Dollar (CAD) compared to the US Dollar (USD)?,True
VOO vs VFV/VSP in TFSA,Comparison between VOO and VFV/VSP in Tax-Free Savings Account (TFSA),True
Why do people say XEQT is better than VFV when considering their annual returns?,What are the reasons often cited for considering XEQT superior to VFV in terms of annual returns within the context of Canadian retail investment?,True
Sell Bank stocks and buy VFV?,Should I sell bank stocks and instead invest in the iShares S&P/TSX Capped Composite Index ETF (VFV)?,True
"Complimentary Stock to VFV, TFSA",Recommend a Complementary Stock to VFV for Tax-Free Savings Account (TFSA),True
Investments reallocation: Should I take profits from my tech stocks and move more into VFV?,Should investments be reallocated by taking profits from technology stocks and moving them into the ETF 'VFV'?,True
Utterly insane salary increase/bonus - where to from now?,What should an individual do with a significantly increased salary or bonus in terms of personal finance and investing?,True
VOO or VFV in a RRSP?,Should I invest in VOO or VFV within a Registered Retirement Savings Plan (RRSP) in Canada?,True
80% VFV &amp; 20% XEQT or 100% VFV,"Should one invest 80% in VFV and 20% in XEQT, or should one invest 100% in VFV?",True
"Keep Fidelity investments or sell &amp; pay capital gains tax and switch to something else? (VEQT, VFV, etc.)",Should I keep Fidelity investments or sell them and incur capital gains tax to switch to alternative investments like VEQT or VFV?,True
Why is VFV recommended instead of VT?,Why is VFQ (VFV in Canadian context) preferred over VTI (VT in American context) for investment?,True
Finding lots of misleading information on holding VFV due to taxes,Is there misleading information regarding the tax implications of holding VFV (iShares S&P/TSX Capped Composite Index ETF) in Canadian retail investment?,True
How is vfv down today is the s&amp;p is up .68%,Is VFV performing poorly today while the S&P is up by 0.68%?,True
vfv for retirement,What is the expected return on investment (ROI) for a retirement savings plan in Canada?,True
Selling VFV &amp; Buying VOO,Should I sell VFV and buy VOO for my investment portfolio?,True
VFV in Wealthsimple question,"Is the return on investment (ROI) for VFV, when held within Wealthsimple, favorable compared to other low-cost Canadian ETFs?",True
"How often do you buy VFV? Is there a ""good time"" to buy it?",What is the frequency of purchasing VFV and is there an optimal time to buy it?,True
Considering Switching from XEQT to VFV,Should I Consider Switching from XEQT to VFV in My Investment Portfolio?,True
VFV vs VRGO/VEQT/etc. during times of suppressed dollar and tarrifs,"Comparison between VFV and alternative ETFs (VRGO, VEQT) during periods of a suppressed Canadian dollar and tariffs",True
VFV or HXS in a TFSA,Should I invest in VFV or HXS within a Tax-Free Savings Account (TFSA)?,True
VFV for majority of my savings…?,Should VFV make up the majority of my savings?,True
Tax Implications investing in a ETF (VFV vs VOO),"What are the tax implications of investing in Exchange-Traded Funds (ETFs), specifically comparing VFV and VOO?",True
Should I buy 20K worth of VFV ETF Stock,"Is it advisable to invest CAD 20,000 in the VFV ETF?",True
XEQT is really popular but what about VFV?,What is the status and performance of the investment vehicle VFV compared to XEQT?,True
FHSA and VFV: Did I make a bad decision?,Did investing in the FHSA (First Home Savings Account) and VFV (iShares S&P/TSX Capped Composite Index ETF) result in a poor financial decision?,True
Investment strategy XEQT and VFV,Is there a comparative analysis available for investment strategies XEQT and VFV?,True
"I currently have roughly $5700 in VEQT, $700 in VFV. Does this make any sense, should I rebalance? Looking long term (30+ years)","Does the investment portfolio consisting of $5700 in VEQT and $700 in VFV make sense for a long-term (30+ years) strategy, and should rebalancing be considered?",True
"XIC, XEF, and VFV","Investment Performance Comparison: XIC, XEF, and VFV",True
When I invest in VFV do I get taxed on my gains or just dividends?,Does investing in VFV result in taxation for capital gains or solely for dividends?,True
Withholding Taxes on VFV in TFSA?,Is there a withholding tax applicable for investments in the ETF VFV within a Tax-Free Savings Account (TFSA) in Canada?,True
VFV &amp; VEQT split for TFSA?,Should I split my TFSA between VFV and VEQT?,True
"Popular TSX ETFs are now available through Wealthsimple Fractional Trading. $VFV, $ZSP &amp; $XQQ","Are Popular TSX ETFs (VFV, ZSP, and XQQ) Now Accessible Through Wealthsimple's Fractional Trading?",True
Anyone knows what happened to VFV this morning? Bounced back from $147 to $155 now?,"What was the change in price for VFV today, specifically from the opening price to the current price, and has it moved from $147 to around $155?",True
Would it be smart to transfer my USD VOO stock to buy VFV cad?,Should I convert my USD VOO shares to buy VFV CAD instead?,True
Bank of Canada Interest Rate Announcement for July 2024,Is the Bank of Canada Interest Rate for July 2024 available?,True
Which Canadian S&amp;P 500 to buy VSP vs. VFV vs. XSP,"Which is the better choice between VSP, VFV, and XSP from the Canadian S&P 500 for investment?",True
VFV in these troubling times,Is VFV a suitable investment option during these challenging economic times?,True
XEQT or VFV long term? You can only pick one.,Which is more suitable for a long-term investment between XEQT and VFV? (Only one can be chosen),True
Why is VFV.TO and ZSP.TO down 1% today when S&amp;P is up .75%?,"Why has VFV.TO and ZSP.TO decreased by 1%, while the S&P is up by 0.75%?",True
Does VFV dividend match S&amp;P500?,Does the VFV dividend match the S&P 500 dividend?,True
"investing in xeqt, vxc, and vfv EFTS","Investing in XEQT, VXC, and VFV ETFs: What are the current performance metrics (e.g., Return on Investment, Annual Return) for each ETF?",True
Started to experiment with stocks last year. Have 5 shares of VFV Vanguard S&amp;P 500 ETF. Should I buy more at this point?,"Should the individual, who started experimenting with stocks last year and currently holds 5 shares of Vanguard S&P 500 ETF (VFV), consider purchasing additional shares at the current point in time?",True
"Vfv, qqq.f, Xeqt portfolio","What is the composition and return of a portfolio consisting of VFV, QQQ, and XEQT?",True
Are there any advantages to USD vs CAD S&amp;P500 ETFs (VOO vs VFV) when the Canadian dollar is as low as it is?,"What are the advantages, if any, of US Dollar (USD) versus Canadian Dollar (CAD) S&P 500 ETFs (VOO vs VFV) when the Canadian dollar is at a low value?",True
% of return for TFSA in HXS vs VFV over 6 years,Percentage return on investment for TFSA (Tax-Free Savings Account) in HXS and VFV over a period of 6 years,True
Help with SPY vs VFV,Comparison between SPY and VFV,True
First time contributing to TFSA: Should I put it in CASH.TO or CBIL or VEQT/VFV?,"For a first-time contributor to the Tax-Free Savings Account (TFSA), is it advisable to invest in CASH.TO, CBIL, VEQT, or VFV?",True
VFV and XEQT in TFSA,Is it appropriate to hold VFV and XEQT within a Tax-Free Savings Account (TFSA) for investment purposes?,True
Comparing VOO vs VFV,"Is it possible to compare investment returns between VOO (Vanguard S&P 500 ETF) and VFV (iShares S&P/TSX 60 Index ETF), both over the same time period, in the context of a Canadian retail investment research study?",True
"Invest directly in S&amp;P 500, VFV or XEQT?",Should I invest directly in the S&P 500 (ticker symbol VFV) or XEQT in Canada?,True
Portfolio ideas holding VFV,Suggest portfolio ideas for investments that include ETF (Exchange-Traded Fund) VFV,True
"Tax on dividend earned from  US  listed ETF like VFV, VUN in non registered account",What is the tax rate for dividends earned from US-listed ETFs (such as VFV and VUN) in a non-registered Canadian investment account?,True
Anyone moved 100% from bank to Wealthsimple.,Has anyone completely switched their investments from a traditional bank to Wealthsimple?,True
Should I be worried about Wealthsimple?,Is it advisable to have concerns regarding investing with Wealthsimple?,True
Wealthsimple: yes or no?,Is Wealthsimple a suitable investment option?,True
Wealthsimple Has Security Breach,Has Wealthsimple Suffered a Security Breach?,True
Wealthsimple Launches $0 Business Chequing Account,Has Wealthsimple launched a $0 business checking account?,True
New and Improved Wealthsimple Credit Card coming soon,Is there any upcoming New and Improved Wealthsimple Credit Card?,True
Accounts closed and banned from Wealthsimple with no explanation,Reason for account closure and ban by Wealthsimple,True
Wealthsimple Tax 2025 is now available,Is Wealthsimple Tax for the year 2025 currently available?,True
Wealthsimple Unveils New Visa Infinite Privilege Card,Is the question 'Wealthsimple Unveils New Visa Infinite Privilege Card' relevant to personal finance/investing and answerable?,True
Questrade lays off undisclosed number of employees - Wealthsimple eating their customer base? | CTV News,"Has Questrade laid off an undisclosed number of employees, and is Wealthsimple potentially gaining their customer base?",True
Switching to Wealthsimple as my primary bank,Considering a Switch to Wealthsimple for Primary Banking Services,True
Wealthsimple Visa Infinite is going public in a few weeks,Is Wealthsimple Visa Infinite planning to go public within the next few weeks?,True
FYI RE: Wealthsimple's FREE filing service,Is Wealthsimple's free tax filing service relevant to personal finance/investing?,True
FYI: WealthSimple Chequing now offering cash deposits (coins/bills of CAD) at Canada Post locations,Is it true that WealthSimple Chequing accounts now support cash deposits (using Canadian coins and bills) at Canada Post locations?,True
I'm sick of TD's death by a million fees. How pain-free is it to transfer everything over to e.g. Wealthsimple?,"Is it straightforward to transfer all assets from TD to Wealthsimple, considering the process and associated fees?",True
Wealthsimple froze my entire joint account over a cheque — zero access to my own money for 10 days,Why was my entire Wealthsimple joint account frozen for ten days due to a cheque?,True
Wealthsimple to layoff 13% of workforce,Is there a planned layoff of 13% of the workforce at Wealthsimple?,True
WealthSimple's Apple promotion is back,Is WealthSimple's Apple investment promotion currently available?,True
WealthSimple has almost instantaneous interac transfer. Other banks should take notice,"Should other Canadian banks consider implementing instantaneous Interac transfers, similar to WealthSimple?",True
Wealthsimple on brink of largest-ever Canadian private tech funding: $700-million-plus deal would value the bank challenger at $5-billion - G&amp;M,"Is Wealthsimple expected to receive a $700-million-plus funding, and if so, what would be its estimated valuation after the deal?",True
"""What makes a bank a bank"" RBC ad jabbing Wealthsimple?","What are the characteristics that define a bank, and how does the Royal Bank of Canada (RBC) differ from Wealthsimple as investment platforms?",True
Wealthsimple now offers 4% for ALL Cash clients,Does Wealthsimple offer a 4% interest rate for all Cash clients?,True
Wealthsimple Credit Card (Visa Infinite) is here.,Is the Wealthsimple Credit Card (Visa Infinite) available?,True
Wife isn't convinced about Wealthsimple,Is the wife not convinced about using Wealthsimple for investment?,True
Wealthsimple Visa Infinite: Unlimited 2% CB and no FX fee start on Dec 12,Is the Wealthsimple Visa Infinite card offering unlimited 2% cashback and no foreign exchange fees starting from December 12th?,True
"How well are independent stock brokerages (Questrade, Wealthsimple, etc.) regulated?","What is the extent of regulation for independent stock brokerages in Canada (e.g., Questrade, Wealthsimple)?",True
Wealthsimple Visa infinite credit card rolling out again,Is Wealthsimple re-releasing their Visa Infinite Credit Card?,True
Wealthsimple Lowering Their Interest Rate,Is Wealthsimple Reducing Its Interest Rates?,True
WealthSimple cuts Cash interest rate again,Has WealthSimple reduced its cash interest rate again?,True
Wealthsimple's Credit Card now offers Travel and Medical Insurance,Does Wealthsimple's Credit Card provide Travel and Medical Insurance?,True
Is Wealthsimple worth it?,Is Wealthsimple a valuable investment platform for Canadians?,True
Wealthsimple update on credit card waitlist,Is there an update on the Wealthsimple Credit Card waitlist?,True
Can someone explain how Wealthsimple can afford to give 2% plus no fx fee with fees waived?,How does Wealthsimple manage to offer a 2% return and waive foreign exchange fees with their fee structure?,True
"Is there any reason to ""avoid"" Wealthsimple?",Should there be any reasons to avoid using Wealthsimple?,True
Any reason NOT to transfer everything to Wealthsimple,Is there any reason not to move all funds to Wealthsimple?,True
My review of the Wealthsimple Visa Infinite,Review of Wealthsimple Visa Infinite's Performance in a Canadian Retail Investment Context,True
What Do You Think of Wealthsimple Cash Account?,What is your opinion about the Wealthsimple Cash account?,True
Wealthsimple Tax is pretty good!,Is Wealthsimple Tax considered good for personal tax filing?,True
Wealthsimple vs bank. No brainer or is there something I'm not seeing?,"Is Wealthsimple a better choice than a traditional bank for investment purposes, or are there hidden factors to consider?",True
Canadians could be part of a class-action lawsuit filed against Wealthsimple,Is it possible for Canadians to be involved in a class-action lawsuit against Wealthsimple?,True
Wealthsimple mortgage offer: take 0.05% off rate for every $50k invested. How does it make sense?,"How does a Wealthsimple mortgage offer that reduces the interest rate by 0.05% for every $50,000 invested in their platform make financial sense?",True
Should I switch banks/move to Wealthsimple,Should one consider switching banks to Wealthsimple?,True
Is there a better place to park cash now that Wealthsimple Cash is at 2.75%,"Is there a more profitable alternative for parking cash compared to Wealthsimple Cash, given its current interest rate of 2.75%?",True
Wealthsimple Tax 2023 is Open,Is Wealthsimple Tax 2023 now available?,True
"Should I move all of my money out of a traditional bank and into a FinTech account like Wealthsimple, Questrade, or Tabgerine?","Is it advisable to transfer all funds from a traditional bank to a FinTech investment platform such as Wealthsimple, Questrade, or Tangerine?",True
Wealthsimple vs rogers WE,Comparing Wealthsimple and Rogers Investment Wealth Management,True
So does no one ever hold more than $1M in Wealthsimple?,"Does anyone hold more than CAD 1,000,000 in Wealthsimple?",True
Wealthsimple - let’s talk.,Is Wealthsimple suitable for a discussion about personal finance and investing?,True
FYI: Wealthsimple quietly updated its list of unsupported countries for their Cash card,Has Wealthsimple updated the list of countries where their Cash card is not supported?,True
"PSA: If you file with WealthSimple and have capital gains, you can now file",Does filing with WealthSimple allow for reporting of capital gains during tax season?,True
Wealthsimple’s Cheapskate Black Friday Offer,Is Wealthsimple offering a discount for Black Friday?,True
Should i close off my big bank account and move to wealthsimple?,Should I switch from a large bank to Wealthsimple for investment accounts?,True
Wealthsimple vs Big Banks,Comparing Wealthsimple to Traditional Canadian Banks for Investments,True
Should I switch from RBC to EQ Bank or Wealthsimple for daily banking?,"Should the daily banking be switched from RBC to EQ Bank or Wealthsimple, in terms of personal finance and investing?",True
Alternatives to Wealthsimple/Questrade due to employer restrictions?,"Are there alternatives to Wealthsimple and Questrade for personal investing, considering potential employer restrictions?",True
any reason to stay on Wealthsimple after Questtrade announced no more fees?,"Is there a reason to continue using Wealthsimple, given that Questrade has announced they will no longer charge fees?",True
Just opened a Wealthsimple account. What now?,What should I do after opening a Wealthsimple investment account?,True
Wealthsimple vs TD spring offer,Comparing Wealthsimple and TD's Spring Offer for Investment Services,True
PSA: Wealthsimple has raised limit for outside fee reimbursement,Has Wealthsimple increased the limit for outside fee reimbursement?,True
Interesting Offers from Wealthsimple for the Ultra Wealthy,Are there any interesting offers from Wealthsimple specifically designed for the ultra-wealthy?,True
Is WealthSimple credit card good for me?,Is the WealthSimple Credit Card suitable for my financial situation and investment goals?,True
Thinking of moving from Primerica to Wealthsimple — am I missing something?,Is there any significant difference or potential drawback I should consider when transitioning from Primerica to Wealthsimple for investment purposes?,True
Why invest in CASH.to at 3.71% when Wealthsimple cash gives 3.75%,"Why is it preferable to invest in CASH.to over Wealthsimple Cash, given that the former offers a return of 3.71%, compared to the latter's 3.75%?",True
Mortgage renewal through Wealthsimple vs. directly through Pine?,Should I renew my mortgage through Wealthsimple or directly through Pine?,True
"For those waiting on the Wealthsimple 2% Visa, I just checked the app again and got my card!",Has the Wealthsimple 2% Visa card been received by the individual who was waiting for it?,True
Is wealthsimple the correct choice?,Is Wealthsimple a suitable investment platform?,True
WealthSimple Cash is now protected by CDIC,Is Wealthsimple Cash now insured by the CDIC?,True
Questrade vs Wealthsimple,Comparison between Questrade and Wealthsimple,True
Are there really any downsides to using Wealthsimple as my main bank?,What are the potential disadvantages of using Wealthsimple as a primary banking option?,True
BMO to WealthSimple - worth the switch?,Is it financially advisable to transfer investments from BMO to WealthSimple?,True
Should I dump Edward Jones RRSP (cost $610/month) for something like Wealthsimple?,"Should I switch my RRSP from Edward Jones to Wealthsimple, given the current cost of $610 per month?",True
The big Questrade vs Wealthsimple debate,Questrade versus Wealthsimple: Which is better for Canadian retail investment?,True
"Traveling soon, do I use Amex Cobalt or Wealthsimple Visa for everything?",Should travel expenses be made using Amex Cobalt or Wealthsimple Visa Card?,True
Huge difference between Wealthsimple and Turbotax returns ?!,Is there a significant difference in returns between Wealthsimple and TurboTax for investment portfolios?,True
Wealthsimple Total Tax Payable is way off of what CRA has calculated,Is the Wealthsimple Total Tax Payable significantly different from the tax amount calculated by the Canada Revenue Agency (CRA)?,True
Any reason not to transfer RRSP and TFSA to Wealthsimple to get 3% match?,Should there be any reservations about transferring RRSP and TFSA accounts to Wealthsimple for a 3% matching offer?,True
Can Wealthsimple force Stock Lending upon the client?,Does Wealthsimple mandate Stock Lending for clients?,True
Using Wealthsimple as my primary bank,Is Wealthsimple used as the primary banking institution for investment purposes?,True
Wealthsimple vs Other Major Banks,Comparison between Wealthsimple and Major Canadian Banks for Investment Services,True
"PSA: Wealthsimple Cash card has 0.0% FX rate, 0 fees (July 2025)",Does Wealthsimple Cash card offer a 0.0% Foreign Exchange (FX) rate and zero fees starting from July 2025?,True
"Thinking of moving from Wealthsimple to IBKR, need some help from people who have used it",Considering a switch from Wealthsimple to Interactive Brokers. Seeking insights and experiences from users who have utilized Interactive Brokers.,True
Wealthsimple Vanguard 5/10 risk,Is the return of Wealthsimple's Vanguard 5/10 risk portfolio relevant to personal finance/investing?,True
Should I move my TFSA money from TD to WealthSimple,Is it advisable to transfer Tax-Free Savings Account (TFSA) funds from TD to WealthSimple?,True
Wealthsimple Chequing Account functioning as credit card,Is Wealthsimple's Chequing Account used as a credit card?,True
How is Wealthsimple for everyday banking?,What is the experience of using Wealthsimple for everyday banking?,True
Planning on using CASH.TO instead of Wealthsimple Cash for short-term savings,Considering using CASH.TO rather than Wealthsimple Cash for temporary savings,True
Warning for Wealthsimple Tax Pro plan users,Is there a warning specifically for Wealthsimple Tax Pro plan users?,True
Filed my 2025 taxes with Wealthsimple but didn’t get Express NOA — anyone else?,Did any user experience issues not receiving an Express Notice of Assessment (NOA) after filing their 2025 taxes through Wealthsimple?,True
UPDATE: I just fucked myself/got fucked over with Wealthsimple,Experienced Negative Experience with Wealthsimple,True
Should I use wealthsimple cash?,Is it advisable to use Wealthsimple Cash for personal investment purposes?,True
Wealthsimple finally allows CSV exports,Does Wealthsimple now support CSV exports?,True
According to Wealthsimple (and CRA) I actually owe the government money?,"Is it true, according to Wealthsimple and CRA, that an individual owes money to the Canadian government?",True
"With XGRO/VGRO, What's the point of Wealthsimple Invest anymore?",What is the purpose of continuing to use Wealthsimple Invest with investment options like XGRO and VGRO?,True
Wealthsimple Black Friday Promo?,Is there a Wealthsimple Black Friday Promotion available?,True
Is $52K a realistic retirement savings goal for someone aged 30? Today's WealthSimple newsletter said this is approx the Canadian average.,"Is a retirement savings goal of $52,000 realistic for an individual aged 30 in Canada?",True
Exchange for Japanese yen here or at ATMs in Japan with Wealthsimple cash card?,Can I exchange currency to Japanese Yen using the Wealthsimple Cash Card at their offices or ATMs in Japan?,True
Retiring soon at 65. How do I safely invest $600k to suppliment my $40k pension?,"What is a safe investment strategy for supplementing a $40k pension with a $600k lump sum, given that the investor is retiring at age 65?",True
Gen Z is investing more money than other generations,Is Gen Z investing a higher percentage of their income compared to other generations?,True
PARENTS FORGOT TO INVEST,Did parents forget to invest in their child's future?,True
Better to buy a car and pay cash $37000 or take a loan and keep investing ?,"Should an individual pay cash $37,000 for a car or take a loan and continue investing instead?",True
Millennial with very little urge to save for retirement or invest long term,"Is the individual, a millennial, displaying a low inclination towards saving for retirement and long-term investing?",True
Article: condos no longer considered a good investment,"Is purchasing a condo currently considered a poor investment, as suggested by the article?",True
"I manage my wifes investments.. i told her we would contribute semi annually, she hasnt seen her portfolio since Jan. How do i explain to her she is down $75,000 in last 6 months?","How can I effectively communicate to my wife that her investments have decreased by $75,000 over the past six months?",True
The CRA is actively looking for people who day trade investments in their TFSAs,Is the Canada Revenue Agency (CRA) actively monitoring individuals engaging in day trading within Tax-Free Savings Accounts (TFSAs)?,True
"I'm trying to understand why someone would want to buy a rental property as an investment and become a landlord. How does it make sense to take on so much risk for little reward? Even if I charge $3,000 a month, that's $36,000 annually. it would take 20 years to pay for a $720,000 house.","What are the financial benefits and potential risks of investing in rental properties, considering a scenario where a property costs $720,000 and generates an annual rent of $36,000?",True
Almost 100k Saved- Should I Buy a Condo or Continue Investing?,"Given a savings of approximately CAD 100,000, should the individual opt for purchasing a condo or continue investing?",True
Sell investment condo at $230k loss or rent out at severe negative cashflow?,Should the investor sell the condo at a $230k loss or continue to rent it out despite having a severe negative cash flow?,True
"Article: ""CPP Investments spends billions of dollars to outperform the market. The problem is, it hasn’t. CPP Investments underperformed its benchmark over the past year, the past 5 years, the past 10 years, and since the inception of active management in 2006""","Has CPP Investments outperformed its benchmark over different time periods? (Specifically: past year, past 5 years, past 10 years, and since the inception of active management in 2006)",True
"90K tax bill to CRA as self employed, invested that money and down 80%, options?","As a self-employed individual with a $90,000 tax bill to the CRA, I invested the funds but have lost 80% of it. What are my options?",True
"CPP Investments earned 3.8% in third quarter, net assets grew to $699.6 billion",What was the return percentage and the total net asset value of CPP Investments for the third quarter?,True
Borrowed from HELOC to invest and interest only payments have doubled. Not sleeping well at night. Advice needed.,"The individual has utilized a Home Equity Line of Credit (HELOC) for investment purposes, and the interest-only payments have doubled, causing sleep disturbances. Advice is required.",True
put all my life savings into Primerica investments am I cooked,Should I invest all my life savings in Primerica? Will this be a risky decision?,True
CPP Investments earned one per cent in first quarter,Did CPP Investments have a return of 1% in the first quarter?,True
32M - $800k Saved/Invested - Quit Stressful Job?,"Has an individual with a savings/investment of $800,000 decided to leave a stressful job after accumulating a total wealth of $32 million?",True
"all my investments are down in free fall, is it the case for everybody these days or am I doing something wrong ?","Is the current market downturn affecting all investors equally, or could there be personal errors contributing to my losses?",True
Should I stop contributing to investments and coast?,Should I halt further investment contributions and rely on existing investments for returns?,True
"Leasing a new car and I ""have"" to have a meeting about ""protecting my investment"" before picking up. What garbage are they going to throw at me?",What additional costs or services might be offered during a meeting regarding protecting an investment when leasing a new car?,True
I invested with World Financial Group and I wish I hadn't,Did you have a regrettable investment experience with World Financial Group?,True
Ontario investing $10.9 billion in new energy rebate program,Is there a planned investment of $10.9 billion by Ontario for a new energy rebate program?,True
"I Feel Stupid For Asking This, How to Start Investing?",How can I start investing in Canada?,True
Is it stupid to withdraw money from investments to make ends meet until I get a new job?,Should an individual consider withdrawing funds from investments as a means of meeting financial needs until securing a new job?,True
What would you do? Pay off mortgage or invest $450k inheritance?,"Should an individual use a $450,000 inheritance to pay off their mortgage or invest it instead?",True
Living rent free with 130K saved - keep investing or buy a a home?,"Should an individual continue investing with $130,000 in savings or use the savings to purchase a home instead, considering they are currently living rent-free?",True
30 year old; $210k invested,"Age: 30, Investment Amount: $210,000",True
"Driving a clunker , is it waste of money to invest on it vs buying new car?","Is it financially wiser to invest money in repairing an old, unreliable vehicle (often referred to as a 'clunker'), or to purchase a new one instead?",True
Where should I invest right now? I have just inherited $500 000. If it stays in the bank I lose money to inflation. An investment portfolio will cost me up to $15 000 in fees every year. I am 58 so I want low risk and low fees. Any suggestions?,"Given a inheritance of $500,000 at age 58 with a preference for low-risk, low-fee investments, what investment options could be suitable that take into account annual fees up to $15,000 and potential inflation loss if left in the bank?",True
Do I really need an emergency fund if I can just sell investments?,Is it necessary to have an emergency fund if one can liquidate investments instead?,True
"PSA: Turbotax no longer allows you to report investment income for free, and will trick you into paying","Does TurboTax no longer allow reporting of investment income for free, potentially misleading users into paying?",True
CPP for 40 years vs investing yourself.,Comparing Canada Pension Plan (CPP) benefits over 40 years to self-investment,True
Is an emergency fund still necessary if you have sufficiently large investment portfolio?,Is it still necessary to have an emergency fund when one has a substantial investment portfolio?,True
I think we all need this reminder right now. “What if You Only Invested at Market Peaks?”,What are the consequences of only investing at market peaks?,True
"Quebec pension fund manager Caisse loses $33.6-billion in first half of 2022 (7.9%), including a US$150-million wipeout in a major cryptocurrency investment.","What was the return and significant losses of Caisse, a Quebec pension fund manager, for the first half of 2022, specifically focusing on the overall return and the loss incurred in a major cryptocurrency investment?",True
I'm stupid to invest in CASH.TO over paying extra towards a 4% mortgage right?,Should I invest in CASH.TO instead of using extra funds for a 4% mortgage payment?,True
This is why you don’t invest your emergency funds,Why shouldn't one invest their emergency funds?,True
What are smart things to invest/buy during our recession?,Which investment options are strategically beneficial during a recession in Canada?,True
"Mutual funds with one of the big 5 but their fee is 2% , should I get out of it, and invest somewhere else?",Should an investor consider exiting a mutual fund managed by one of the Big 5 with a 2% fee and investigate alternative investment opportunities?,True
Proposed Republican tax change would lead to spike in costs for Canadians who invest in U.S. securities,Will a proposed Republican tax change result in increased costs for Canadians investing in U.S. securities?,True
Girlfriend parents wants to help us buy a condo by putting up 50% of our downpayment as an investment in the property. How will this affect us ?,How will it affect the individuals if the girlfriend's parents invest 50% of the down payment for a condo purchase?,True
Was investing in VEQT a good decision?,Was it a sound investment decision to invest in the VEQT ETF?,True
How many people that self invest are actually succesful?,What percentage of individuals who self-invest in Canada are successful?,True
Can I just invest in GICs for 30 years?,Is it possible to invest in Guaranteed Investment Certificates (GICs) for a duration of 30 years?,True
Should I buy a condo or just keep renting and investing ?,Is it advisable to purchase a condo instead of continuing to rent and invest?,True
"Importance of stay invested, in something",What is the importance of maintaining a long-term investment strategy?,True
How much does the average Canadian have invested?,What is the average investment held by a typical Canadian individual?,True
Funny (Sad actually) story my friend just told me about his experience investing with the bank,Has your friend shared a personal anecdote about their investment experience with a bank?,True
PSA: RBC is currently offering a MacBook Air or iPad Pro (1400 dollar value) if you open a chequing account with them and also transfer in 50k to an eligible investment account.,"Is there a promotion by RBC that provides a MacBook Air or iPad Pro (a total value of $1400) upon opening a checking account and transferring $50,000 into an eligible investment account?",True
"When people invest in gold, are they buying physical gold bars or are they buying something else? If someone wants to cash out their physical gold, how liquid is it really? Are there tax implications?","Is the investment in gold a purchase of physical gold bars or something else? If someone wishes to redeem their physical gold, what is its real liquidity? Are there tax implications associated with it?",True
"COVID-19's Economic Impact in Canada: a collection of stats on jobs losses, investment returns, consumer confidence, interest rates, housing, and future forecasts","What are the statistics regarding job losses, investment returns, consumer confidence, interest rates, housing market trends, and future forecasts due to COVID-19's economic impact in Canada?",True
"Almost got scammed by a MLM , Someone tell me how do I actually invest my money.",How does one effectively invest personal funds in legitimate investment opportunities?,True
"Parents used my bank account for investment, I now have an investment income of 386k","As a result of parents using my bank account for investment, I currently have an investment income of CAD 386,000.",True
Talk to me like I’m 10 years old - I have $8k to invest and know nothing,"As a 10-year-old, you have $8,000 saved up for investing and don't know anything about it. What should you learn to make the best decisions?",True
"One of those ""Should we just use our investments to pay off our mortgage"" questions.",Should we use our investments to pay off our mortgage?,True
"""There have been thousands of real estate investors buying negative cash flow properties, specifically condo investments where their monthly costs far exceed their monthly income on those properties and that is a very real source of concern""","Are there many real estate investors purchasing properties with negative cash flow, particularly focusing on condo investments, where the monthly expenses surpass the monthly income, posing a significant concern?",True
"TFSAs, RRSPs and more could see changes in allowed investments","Will there be potential changes to the investment options available for Tax-Free Savings Accounts (TFSA), Registered Retirement Savings Plans (RRSP) and other similar retirement accounts in Canada?",True
"Has anyone ever regretted paying their mortgage off early, rather than invest the funds?",Has anyone ever expressed regret for prepaying a mortgage and investing the saved funds elsewhere instead?,True
"Here's how my family of 3 are able to save close to 2k per month, have a healthy investment account, still enjoy vacations and outings, all on 90k gross per year. Full breakdown.","What is the detailed breakdown of how a family of three saves approximately $2000 per month, maintains a healthy investment account, and affords vacations and outings with an annual gross income of $90,000?",True
